City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
31,Bluff,NZ,-46.6,168.3333,53.8,94,100,8.03,overcast clouds
32,Svetlyy,RU,54.675,20.1347,35.65,71,65,10.33,broken clouds
33,Bogorodskoye,RU,56.55,37.8833,30.25,89,100,9.55,overcast clouds
34,Emerald,AU,-23.5333,148.1667,80.74,61,4,6.91,clear sky
35,Yendi,GH,9.4427,-0.0099,98.89,25,68,7.25,broken clouds
36,Luanda,AO,-8.8368,13.2343,81.81,79,68,13.6,broken clouds
37,Nikolskoye,RU,59.7035,30.7861,30.09,95,100,5.37,overcast clouds
38,Barrow,US,71.2906,-156.7887,3.22,85,100,5.75,overcast clouds
39,Lazaro Cardenas,MX,17.9583,-102.2,84.09,41,0,4.72,clear sky
40,Viedma,AR,-40.8135,-62.9967,72.59,26,81,10.11,broken clouds
41,Lichinga,MZ,-13.3128,35.2406,64.0,95,67,3.74,broken clouds
42,Talnakh,RU,69.4865,88.3972,-22.38,94,9,2.24,clear sky
43,Clones,IE,54.1833,-7.2333,46.42,75,40,6.2,scattered clouds
44,Pringsewu,ID,-5.3582,104.9744,73.51,96,99,3.4,overcast clouds
45,Khatanga,RU,71.9667,102.5,-32.55,100,81,5.5,broken clouds
46,Faya,SA,18.3851,42.4509,66.31,69,64,6.71,broken clouds
47,Noumea,NC,-22.2763,166.4572,69.78,82,17,4.05,few clouds
48,Awbari,LY,26.5921,12.7805,77.68,19,1,11.79,clear sky
49,Chongwe,ZM,-15.3292,28.682,68.31,92,42,3.74,light rain
50,Bambous Virieux,MU,-20.3428,57.7575,80.85,89,75,19.57,light rain
51,Jacareacanga,BR,-6.2222,-57.7528,77.72,88,99,3.13,light rain
52,Tuktoyaktuk,CA,69.4541,-133.0374,-0.4,78,20,9.22,few clouds
53,Ilulissat,GL,69.2167,-51.1,23.02,46,75,10.36,broken clouds
54,Ribeira Grande,PT,38.5167,-28.7,63.0,94,75,11.5,light intensity drizzle
55,Shihezi,CN,44.3,86.0333,28.56,92,96,1.21,overcast clouds
56,Gimli,CA,50.6336,-96.9907,16.12,78,100,2.3,overcast clouds
57,Thompson,CA,55.7435,-97.8558,1.56,71,0,6.91,clear sky
58,Oyama,JP,36.3,139.8,50.59,62,100,5.68,overcast clouds
59,Cap Malheureux,MU,-19.9842,57.6142,81.09,86,76,5.99,moderate rain
60,Mar Del Plata,AR,-38.0023,-57.5575,84.22,75,40,19.57,scattered clouds
61,Port Alfred,ZA,-33.5906,26.891,70.43,85,100,7.45,light rain
62,Muros,ES,42.7762,-9.0603,57.09,50,100,11.25,overcast clouds
63,Cherskiy,RU,68.75,161.3,-29.69,100,42,3.0,scattered clouds
64,Mount Isa,AU,-20.7333,139.5,87.57,23,61,11.5,broken clouds
65,Cayenne,GF,4.9333,-52.3333,82.44,83,75,14.97,heavy intensity rain
66,Hobart,AU,-42.8794,147.3294,67.86,77,100,5.75,light rain
67,Salalah,OM,17.0151,54.0924,77.09,73,20,4.61,few clouds
68,Japura,ID,-0.3167,102.35,74.62,93,66,2.53,broken clouds
69,Hermanus,ZA,-34.4187,19.2345,73.9,74,15,15.26,few clouds
70,Gboko,NG,7.3179,8.9951,93.24,35,100,10.0,overcast clouds
71,Atuona,PF,-9.8,-139.0333,77.54,82,27,22.01,light rain
72,Matara,LK,5.9485,80.5353,77.36,91,96,4.52,overcast clouds
73,Barcelos,PT,41.5388,-8.6151,57.92,57,94,12.88,overcast clouds
74,Ihosy,MG,-22.4,46.1167,71.31,87,17,9.08,few clouds
75,Saint-Augustin,CA,51.226,-58.6502,3.63,67,72,14.16,broken clouds
76,Bredasdorp,ZA,-34.5322,20.0403,73.27,64,32,11.5,scattered clouds
77,Moerai,PF,-22.4333,-151.3333,80.46,75,88,10.2,light rain
78,Beringovskiy,RU,63.05,179.3167,4.66,95,100,11.63,overcast clouds
79,Beyneu,KZ,45.3167,55.2,48.29,70,95,25.39,overcast clouds
80,Tahoua,NE,14.8888,5.2692,102.18,7,0,14.97,clear sky
81,Ushuaia,AR,-54.8,-68.3,55.02,58,75,5.75,broken clouds
82,Darhan,MN,49.4867,105.9228,-2.07,91,22,5.35,few clouds
83,Torbay,CA,47.6666,-52.7314,24.39,76,75,21.85,snow
84,Airai,TL,-8.9266,125.4092,60.71,94,100,1.1,overcast clouds
85,Tecoanapa,MX,16.5167,-98.75,81.99,63,11,9.1,few clouds
86,Bandarbeyla,SO,9.4942,50.8122,77.22,69,31,13.89,scattered clouds
87,Dikson,RU,73.5069,80.5464,-21.33,97,86,9.04,overcast clouds
88,Hilo,US,19.7297,-155.09,70.52,79,0,5.99,clear sky
89,Vanavara,RU,60.34,102.2797,1.83,99,99,4.36,overcast clouds
90,Nanortalik,GL,60.1432,-45.2371,26.15,91,100,10.92,light snow
91,Caravelas,BR,-17.7125,-39.2481,86.2,58,17,9.01,few clouds
92,Tasiilaq,GL,65.6145,-37.6368,28.56,95,97,9.48,overcast clouds
93,Bayburt,TR,40.2589,40.2278,14.54,81,41,6.31,scattered clouds
94,Alakurtti,RU,66.9672,30.3491,9.52,99,74,3.76,broken clouds
95,Loiza,PR,18.4313,-65.8802,85.21,68,40,16.11,scattered clouds
96,Kodiak,US,57.79,-152.4072,38.71,87,0,3.44,clear sky
97,Yumen,CN,40.2833,97.2,36.99,34,16,9.37,few clouds
98,Sitka,US,57.0531,-135.33,33.69,80,0,0.0,clear sky
99,Lubango,AO,-14.9172,13.4925,75.06,41,40,6.91,scattered clouds
100,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,94,75,4.61,broken clouds
101,Qaanaaq,GL,77.484,-69.3632,0.05,70,6,7.29,clear sky
102,Puerto Escondido,MX,15.85,-97.0667,85.03,74,40,0.0,scattered clouds
103,Saskylakh,RU,71.9167,114.0833,-29.97,100,98,2.17,overcast clouds
104,Butaritari,KI,3.0707,172.7902,80.71,80,99,13.49,light rain
105,Fereydunshahr,IR,32.941,50.121,25.05,91,25,7.56,scattered clouds
106,Montevideo,UY,-34.8335,-56.1674,88.83,67,0,5.99,clear sky
107,Big Rapids,US,43.6981,-85.4837,33.44,55,0,5.75,clear sky
108,Vostok,RU,46.4856,135.8833,18.39,97,100,4.97,light snow
109,Sacama,EC,-3.9,-79.2667,59.02,64,75,2.3,light rain
110,Port Elizabeth,ZA,-33.918,25.5701,72.1,83,20,11.5,few clouds
111,Lagoa,PT,39.05,-27.9833,60.85,95,100,10.76,overcast clouds
112,Wamba,NG,8.9333,8.6,95.31,25,96,8.28,overcast clouds
113,Turukhansk,RU,65.8167,87.9833,3.58,88,100,14.09,overcast clouds
114,Taunggyi,MM,20.7833,97.0333,59.25,39,16,1.99,few clouds
115,Provideniya,RU,64.3833,-173.3,15.01,86,100,14.41,overcast clouds
116,Usinsk,RU,65.9939,57.5281,-17.07,95,8,10.04,clear sky
117,Fort Nelson,CA,58.8053,-122.7002,-6.21,77,20,0.0,few clouds
118,Cape Town,ZA,-33.9258,18.4232,74.12,66,20,26.46,few clouds
119,Kaitangata,NZ,-46.2817,169.8464,51.58,95,82,3.33,broken clouds
120,Jamestown,US,42.097,-79.2353,29.01,42,0,8.01,clear sky
121,Belmonte,BR,-15.8631,-38.8828,86.5,65,20,7.7,few clouds
122,Hambantota,LK,6.1241,81.1185,79.11,86,82,4.72,broken clouds
123,Pimenta Bueno,BR,-11.6725,-61.1936,80.74,85,94,3.15,overcast clouds
124,Camacha,PT,33.0833,-16.3333,60.22,55,20,12.66,few clouds
125,Port Hardy,CA,50.6996,-127.4199,41.0,87,75,5.75,broken clouds
126,Tchollire,CM,8.4022,14.1698,95.4,7,48,3.94,scattered clouds
127,Erzin,TR,36.9559,36.2,52.52,64,98,2.48,overcast clouds
128,Alihe,CN,50.5667,123.7167,16.36,77,100,9.22,overcast clouds
129,Nome,US,64.5011,-165.4064,30.27,86,100,21.85,mist
130,Boyolangu,ID,-8.1181,111.8935,76.8,90,91,3.89,overcast clouds
131,Evensk,RU,61.95,159.2333,4.66,72,1,12.39,clear sky
132,Severo-Kurilsk,RU,50.6789,156.125,22.08,76,83,7.38,broken clouds
133,Severnyy,RU,50.677,36.5532,32.04,93,100,8.95,light snow
134,Kungurtug,RU,50.5994,97.5228,2.79,94,84,2.33,broken clouds
135,Price,US,39.5994,-110.8107,47.71,61,75,5.75,broken clouds
136,Bay City,US,43.5945,-83.8889,34.29,51,0,10.36,clear sky
137,Moron,AR,-34.6534,-58.6198,76.89,35,2,4.27,clear sky
138,Nemuro,JP,43.3236,145.575,25.57,82,60,2.57,broken clouds
139,Cruzeiro Do Sul,BR,-29.5128,-51.9853,95.52,53,21,4.99,few clouds
140,San Policarpo,PH,12.1791,125.5072,79.18,86,93,12.48,overcast clouds
141,Ellensburg,US,46.9965,-120.5479,39.49,76,0,3.44,clear sky
142,Deniliquin,AU,-35.5333,144.9667,64.99,87,95,11.83,overcast clouds
143,Samarai,PG,-10.6167,150.6667,80.35,82,79,5.01,broken clouds
144,Rawson,AR,-43.3002,-65.1023,69.4,25,49,24.96,scattered clouds
145,El Silencio,VE,10.5,-66.9167,78.84,65,40,7.0,scattered clouds
146,San Patricio,US,28.017,-97.5169,78.08,58,23,15.03,few clouds
147,Namatanai,PG,-3.6667,152.4333,79.63,81,95,8.05,light rain
148,Gazanjyk,TM,39.2446,55.5154,57.09,40,89,16.71,overcast clouds
149,Tucuman,AR,-26.8241,-65.2226,91.4,58,20,3.44,few clouds
150,Grindavik,IS,63.8424,-22.4338,37.87,81,75,12.66,broken clouds
151,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.49,75,0,11.16,clear sky
152,Mutoko,ZW,-17.397,32.2268,66.0,87,41,4.72,light rain
153,Puerto Plata,DO,19.7934,-70.6884,84.11,70,75,13.8,broken clouds
154,Vaini,TO,-21.2,-175.2,77.16,100,40,4.61,scattered clouds
155,Kloulklubed,PW,7.0419,134.2556,81.39,78,100,10.63,moderate rain
156,Bovenden,DE,51.5833,9.9333,38.08,71,15,6.58,few clouds
157,Vernon,CA,50.2581,-119.2691,35.62,94,85,1.99,overcast clouds
158,Lebu,CL,-37.6167,-73.65,60.71,61,100,17.43,overcast clouds
159,Chokurdakh,RU,70.6333,147.9167,-26.95,100,97,1.7,overcast clouds
160,Koungou,YT,-12.7336,45.2042,80.31,83,20,10.36,light rain
161,Bukachacha,RU,52.9833,116.9167,1.17,93,98,4.16,overcast clouds
162,Saint-Philippe,RE,-21.3585,55.7679,80.19,87,78,12.19,light rain
163,Novopetrovskoye,RU,55.9928,36.4719,29.41,91,100,8.61,overcast clouds
164,Hithadhoo,MV,-0.6,73.0833,83.25,71,45,8.52,scattered clouds
165,Souillac,MU,-20.5167,57.5167,80.98,89,75,19.57,broken clouds
166,Kontagora,NG,10.3999,5.4695,96.33,26,96,5.86,light rain
167,Bereda,ES,43.2686,-7.5406,47.95,71,91,4.12,overcast clouds
168,Pevek,RU,69.7008,170.3133,-21.53,100,100,3.53,overcast clouds
169,Itarema,BR,-2.9248,-39.9167,85.59,63,98,12.95,overcast clouds
170,Srednekolymsk,RU,67.45,153.6833,-27.45,100,100,4.09,overcast clouds
171,Mount Gambier,AU,-37.8333,140.7667,60.71,94,75,10.36,broken clouds
172,Hattiesburg,US,31.3271,-89.2903,73.83,43,0,4.61,clear sky
173,Guerrero Negro,MX,27.9769,-114.0611,64.11,60,4,6.22,clear sky
174,Sarankhola,BD,22.3082,89.7897,70.56,53,75,3.58,broken clouds
175,Lasa,IT,46.6166,10.7002,48.11,80,75,5.21,broken clouds
176,Pedra Azul,BR,-16.0053,-41.2972,87.69,37,38,8.97,scattered clouds
177,Merauke,ID,-8.4667,140.3333,79.18,86,100,3.94,overcast clouds
178,Kaka,TM,37.3482,59.6143,59.74,43,100,22.77,overcast clouds
179,Manado,ID,1.487,124.8455,75.97,100,40,0.0,scattered clouds
180,Floresti,MD,47.8933,28.3014,34.93,83,100,9.35,overcast clouds
181,Mehamn,NO,71.0357,27.8492,30.38,93,40,6.91,light snow
182,Champerico,GT,14.3,-91.9167,90.14,55,27,8.19,scattered clouds
183,Sept-Iles,CA,50.2001,-66.3821,10.06,51,100,16.11,overcast clouds
184,Fairbanks,US,64.8378,-147.7164,19.4,78,0,9.22,clear sky
185,Tuatapere,NZ,-46.1333,167.6833,53.82,93,82,3.85,broken clouds
186,Cabadiangan,PH,9.7531,122.4739,77.49,91,60,4.97,broken clouds
187,Castro,BR,-24.7911,-50.0119,75.31,75,88,4.07,overcast clouds
188,New Norfolk,AU,-42.7826,147.0587,67.5,62,100,2.62,overcast clouds
189,Dunedin,NZ,-45.8742,170.5036,59.81,84,46,1.99,light rain
190,Saint George,US,37.1041,-113.5841,58.24,28,75,6.91,broken clouds
191,Georgetown,MY,5.4112,100.3354,82.33,88,20,2.3,few clouds
192,Medicine Hat,CA,50.0501,-110.6683,15.37,81,75,8.05,broken clouds
193,Guaymas,MX,27.9333,-110.9,67.89,52,0,6.91,clear sky
194,Broome,US,42.2506,-75.833,28.47,55,15,7.0,few clouds
195,Gravdal,NO,68.1214,13.5031,35.49,75,75,13.8,light shower snow
196,Petropavlovka,RU,50.6114,105.3196,-3.41,93,28,3.22,scattered clouds
197,Olafsvik,IS,64.8945,-23.7142,39.07,70,97,21.61,light rain
198,Berlevag,NO,70.8578,29.0864,26.6,86,40,10.36,scattered clouds
199,Alice Springs,AU,-23.7,133.8833,72.95,53,6,0.0,clear sky
200,Ust-Nera,RU,64.5667,143.2,-14.62,99,97,2.48,overcast clouds
201,Flin Flon,CA,54.7682,-101.865,-2.36,60,40,5.75,scattered clouds
202,Itoman,JP,26.1247,127.6694,69.82,86,20,11.5,few clouds
203,Port Keats,AU,-14.25,129.55,81.45,88,100,6.93,overcast clouds
204,Longyearbyen,SJ,78.2186,15.6401,15.64,79,75,5.75,light shower snow
205,Haines Junction,CA,60.7522,-137.5108,-9.45,77,96,1.14,overcast clouds
206,Krivosheino,RU,57.3431,83.9261,21.15,92,100,9.84,overcast clouds
207,Varca,IN,15.2167,73.9167,82.4,69,4,8.05,clear sky
208,Marawi,PH,7.9986,124.2928,68.65,94,66,2.15,broken clouds
209,Sao Filipe,CV,14.8961,-24.4956,75.63,58,0,12.57,clear sky
210,Bavly,RU,54.393,53.2602,20.71,97,100,5.46,overcast clouds
211,Mehran,IR,33.1222,46.1646,56.68,35,0,12.95,clear sky
212,Galle,LK,6.0367,80.217,78.84,88,94,7.05,overcast clouds
213,Ternate,ID,0.8,127.4,80.64,81,88,4.16,overcast clouds
214,Powell,US,40.1578,-83.0752,41.18,43,0,8.05,clear sky
215,Ahuimanu,US,21.4447,-157.8378,65.91,88,0,3.44,clear sky
216,Port-Gentil,GA,-0.7193,8.7815,76.84,88,99,15.28,light rain
217,Pula,HR,44.8683,13.8481,53.49,36,0,12.66,clear sky
218,Pacific Grove,US,36.6177,-121.9166,52.57,89,100,13.8,mist
219,Chatrapur,IN,19.35,84.9833,76.69,72,100,7.11,overcast clouds
220,Kruisfontein,ZA,-34.0033,24.7314,69.89,77,85,5.21,overcast clouds
221,Alofi,NU,-19.0595,-169.9187,76.89,94,100,2.3,overcast clouds
222,Faanui,PF,-16.4833,-151.75,80.94,76,46,14.05,scattered clouds
223,Mackay,AU,-21.15,149.2,82.69,94,69,4.61,broken clouds
224,Sakaiminato,JP,35.55,133.2333,46.38,61,20,8.05,few clouds
225,Esperance,AU,-33.8667,121.9,64.24,80,24,8.3,few clouds
226,Goias,BR,-15.5807,-49.6362,80.85,67,47,3.24,scattered clouds
227,Mucurapo,TT,10.6667,-61.5333,87.13,60,74,14.14,broken clouds
228,Birao,CF,10.2849,22.7882,90.68,11,62,6.53,broken clouds
229,Novo Aripuana,BR,-5.1206,-60.3797,83.39,74,100,5.23,heavy intensity rain
230,Bethanien,NA,-26.502,17.1583,81.52,16,0,14.09,clear sky
231,Neuquen,AR,-38.9516,-68.0591,75.09,43,0,3.44,clear sky
232,Ulladulla,AU,-35.35,150.4667,68.77,92,100,4.0,light rain
233,Maldonado,UY,-34.6667,-54.9167,83.59,38,0,7.27,clear sky
234,Joshimath,IN,30.5667,79.5667,38.57,50,11,10.51,few clouds
235,Ishinomaki,JP,38.4167,141.3,35.01,69,34,3.83,scattered clouds
236,Ananas,HT,19.2466,-71.9557,75.27,40,2,4.74,clear sky
237,Lompoc,US,34.6391,-120.4579,61.57,82,75,8.99,mist
238,Ponta Do Sol,PT,32.6667,-17.1,66.7,64,91,7.2,overcast clouds
239,Grahamstown,ZA,-33.3042,26.5328,62.8,91,100,4.18,overcast clouds
240,Taoudenni,ML,22.6783,-3.9836,80.55,5,0,7.43,clear sky
241,Panguna,PG,-6.3164,155.4848,69.17,96,66,3.47,broken clouds
242,Moussoro,TD,13.6408,16.4901,94.68,9,24,6.38,few clouds
243,Kandrian,PG,-6.2167,149.55,77.83,87,37,4.63,scattered clouds
244,Poum,NC,-20.2333,164.0167,80.47,75,54,11.27,broken clouds
245,Oktyabrskiy,RU,54.4815,53.471,20.53,96,100,5.35,overcast clouds
246,Urengoy,RU,65.9667,78.3667,-14.3,99,85,9.66,overcast clouds
247,Atar,MR,20.5169,-13.0499,84.11,10,0,14.45,clear sky
248,Leningradskiy,RU,69.3833,178.4167,-10.61,99,99,4.36,overcast clouds
249,Tiksi,RU,71.6872,128.8694,-21.8,99,73,5.01,broken clouds
250,Gorontalo,ID,0.5412,123.0595,74.79,96,98,3.4,overcast clouds
251,Dongsheng,CN,39.8161,109.9776,23.7,42,0,5.75,clear sky
252,Malangwa,NP,26.8568,85.5581,68.41,32,0,7.47,clear sky
253,Buenaventura,CO,3.8801,-77.0312,85.53,67,86,6.15,overcast clouds
254,Norman Wells,CA,65.282,-126.8329,-11.16,70,20,4.61,few clouds
255,Jalu,LY,29.0331,21.5482,65.17,20,43,10.2,scattered clouds
256,Urumqi,CN,43.801,87.6005,25.75,93,65,4.47,broken clouds
257,Kiboga,UG,0.9161,31.7742,74.55,39,92,2.15,overcast clouds
258,Siquijor,PH,9.2142,123.515,79.63,84,70,10.33,broken clouds
259,Narsaq,GL,60.9167,-46.05,28.62,88,98,5.7,light snow
260,Nazas,MX,25.2333,-104.1333,75.36,18,3,3.44,clear sky
261,Pontes E Lacerda,BR,-15.2261,-59.3353,83.44,75,63,3.96,broken clouds
262,Luderitz,NA,-26.6481,15.1594,69.55,64,0,29.12,clear sky
263,Zhigansk,RU,66.7697,123.3711,-12.46,99,100,1.59,overcast clouds
264,Ostrovnoy,RU,68.0531,39.5131,13.26,85,100,7.02,overcast clouds
265,Khandyga,RU,62.6667,135.6,-9.51,100,100,0.49,overcast clouds
266,San Cristobal,VE,7.7669,-72.225,66.38,45,91,1.68,overcast clouds
267,Montecristo,CO,8.2971,-74.4733,89.83,58,100,2.66,overcast clouds
268,Tura,IN,25.5198,90.2201,65.73,30,15,2.86,few clouds
269,Ocampo,MX,21.65,-101.5,66.31,26,0,3.98,clear sky
270,Antofagasta,CL,-23.65,-70.4,75.22,60,10,7.99,clear sky
271,Azul,AR,-36.777,-59.8585,90.14,37,1,8.01,clear sky
272,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,72,11.25,light rain
273,Zatoka,UA,46.0725,30.4654,38.46,75,100,11.01,overcast clouds
274,Husavik,IS,66.0449,-17.3389,39.11,79,42,11.12,scattered clouds
275,Vanimo,PG,-2.6741,141.3028,76.41,87,85,3.31,overcast clouds
276,Tarauaca,BR,-8.1614,-70.7656,88.79,52,100,5.14,overcast clouds
277,Hasaki,JP,35.7333,140.8333,45.0,79,100,5.1,light rain
278,Lorengau,PG,-2.0226,147.2712,81.66,77,83,4.74,broken clouds
279,Flagstaff,US,35.1981,-111.6513,45.3,37,40,13.8,scattered clouds
280,Tromso,NO,69.6496,18.957,30.22,64,0,10.36,clear sky
281,Medina,SA,24.4686,39.6142,86.43,23,20,12.66,few clouds
282,Nouadhibou,MR,20.931,-17.0347,73.38,60,0,18.41,clear sky
283,Garden City,US,42.3256,-83.331,36.9,52,40,8.05,scattered clouds
284,Warmbad,NA,-28.45,18.7333,79.7,20,0,11.92,clear sky
285,Codrington,AU,-38.2667,141.9667,58.82,96,53,10.11,broken clouds
286,Khuzhir,RU,53.1939,107.3397,5.68,87,13,5.93,few clouds
287,Namibe,AO,-15.1961,12.1522,79.43,69,20,14.97,few clouds
288,Iqaluit,CA,63.7506,-68.5145,-5.31,76,75,3.44,broken clouds
289,Moanda,GA,-1.5575,13.2178,77.74,83,86,2.82,overcast clouds
290,Hofn,IS,64.2539,-15.2082,39.22,56,0,3.44,clear sky
291,Boende,CD,-0.2167,20.8667,82.6,59,77,2.66,broken clouds
292,Ous,RU,60.9058,61.5186,18.23,96,100,4.72,light snow
293,Rohru,IN,31.2167,77.75,44.85,59,15,4.47,few clouds
294,Lakselv,NO,70.0513,24.9718,30.02,64,75,12.66,broken clouds
295,Bengkulu,ID,-3.8004,102.2655,76.91,88,100,3.15,overcast clouds
296,Santa Maria,BR,-29.6842,-53.8069,88.9,55,0,5.75,clear sky
297,Charlottetown,CA,46.2352,-63.1267,12.2,51,20,14.97,few clouds
298,Togul,RU,53.465,85.9128,22.86,90,100,8.23,overcast clouds
299,Abasolo,MX,20.45,-101.5167,68.74,30,0,1.5,clear sky
300,Kailua,US,21.4022,-157.7394,66.18,73,2,8.3,clear sky
301,Rio Grande,BR,-32.035,-52.0986,91.51,64,0,9.73,clear sky
302,Contai,IN,21.7786,87.7536,74.07,68,21,7.9,few clouds
303,Conceicao Da Barra,BR,-18.5933,-39.7322,86.23,58,12,9.15,few clouds
304,Aksu,CN,41.1231,80.2644,44.64,33,3,3.76,clear sky
305,Shingu,JP,33.7333,135.9833,43.92,85,49,5.35,scattered clouds
306,Calbiga,PH,11.6247,125.0164,74.21,96,88,2.73,overcast clouds
307,Mezen,RU,65.8522,44.24,6.71,91,96,7.56,overcast clouds
308,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,22,20,32.21,few clouds
309,Freeport,US,40.6576,-73.5832,34.97,43,0,9.22,clear sky
310,Yerbogachen,RU,61.2767,108.0108,-18.76,100,73,3.87,broken clouds
311,Iranshahr,IR,27.2025,60.6848,79.14,25,0,11.5,clear sky
312,West Wendover,US,40.7391,-114.0733,38.41,60,100,0.0,overcast clouds
313,Mulege,MX,26.8833,-111.9833,75.04,22,0,3.18,clear sky
314,Yulara,AU,-25.2406,130.9889,84.04,37,40,13.8,scattered clouds
315,Kapoeta,SS,4.7717,33.5903,91.47,15,76,9.91,broken clouds
316,Muswellbrook,AU,-32.2667,150.9,68.32,97,100,2.1,overcast clouds
317,Muncie,US,40.1934,-85.3864,42.75,55,0,10.36,clear sky
318,Pisco,PE,-13.7,-76.2167,80.02,65,0,8.05,clear sky
319,Porto Seguro,BR,-16.4497,-39.0647,86.52,74,40,11.5,scattered clouds
320,Asau,RO,46.4333,26.4,35.4,97,100,3.15,light snow
321,Sinnamary,GF,5.3833,-52.95,79.14,87,95,9.91,overcast clouds
322,Havre-Saint-Pierre,CA,50.2334,-63.5986,3.79,55,0,17.27,clear sky
323,Pitimbu,BR,-7.4706,-34.8086,88.39,70,68,11.7,broken clouds
324,Zlin,CZ,49.2267,17.6663,37.42,86,74,7.14,broken clouds
325,La Union,PE,-5.4,-80.75,87.1,43,100,3.2,overcast clouds
326,Komsomolskiy,UZ,40.4272,71.7189,54.82,32,96,4.61,overcast clouds
327,Prince Rupert,CA,54.3161,-130.3201,38.89,93,100,5.75,overcast clouds
328,Atagay,RU,55.1033,99.3875,15.8,95,97,5.17,overcast clouds
329,Rudnogorsk,RU,57.2639,103.7519,-3.08,100,92,3.69,overcast clouds
330,Ridgecrest,US,35.6225,-117.6709,55.02,52,0,5.75,clear sky
331,San Juancito,CO,8.6943,-76.4941,85.33,70,93,6.69,overcast clouds
332,Quatre Cocos,MU,-20.2078,57.7625,81.09,88,81,14.56,light rain
333,Simpang,ID,-1.2667,104.0833,76.71,91,79,2.26,heavy intensity rain
334,Te Anau,NZ,-45.4167,167.7167,50.61,89,93,0.56,overcast clouds
335,Flinders,AU,-34.5833,150.8552,72.21,93,94,4.0,overcast clouds
336,Benguela,AO,-12.5763,13.4055,80.87,73,97,7.76,overcast clouds
337,Constitucion,CL,-35.3333,-72.4167,69.12,60,7,16.35,clear sky
338,Aliwal North,ZA,-30.6937,26.7114,71.55,52,67,6.46,broken clouds
339,Borshchiv,UA,48.8033,26.0435,32.4,85,100,6.33,overcast clouds
340,Anaconda,US,46.1285,-112.9423,33.96,81,100,3.89,light snow
341,Wilmington,US,34.2257,-77.9447,60.01,47,0,12.66,clear sky
342,Westport,US,41.1415,-73.3579,34.45,48,0,6.91,clear sky
343,Umm Lajj,SA,25.0213,37.2685,70.23,59,70,13.53,broken clouds
344,Kahului,US,20.8947,-156.47,68.85,82,0,3.0,clear sky
345,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,75,40,18.41,scattered clouds
346,Kisanga,TZ,-7.4362,37.7034,76.3,87,58,2.82,light rain
347,Leh,IN,34.1667,77.5833,4.98,81,36,4.05,scattered clouds
348,Sechura,PE,-5.5569,-80.8222,82.78,55,99,7.05,overcast clouds
349,Awjilah,LY,29.1081,21.2869,65.28,20,35,11.63,scattered clouds
350,Entre Rios,BR,-11.9419,-38.0844,81.34,74,84,9.69,light rain
351,Mlonggo,ID,-6.5333,110.7,75.52,84,94,1.19,overcast clouds
352,Nenjiang,CN,49.1833,125.2167,18.23,92,100,20.85,light snow
353,College,US,64.8569,-147.8028,26.26,77,75,9.22,broken clouds
354,La Palma,US,33.8464,-118.0467,61.21,80,100,6.91,overcast clouds
355,Teya,RU,60.3778,92.6267,21.18,92,100,10.0,overcast clouds
356,Sarh,TD,9.1429,18.3923,100.31,22,0,4.61,clear sky
357,Potiskum,NG,11.7091,11.0694,91.4,8,73,2.66,broken clouds
358,Hamilton,US,39.1834,-84.5333,48.24,47,0,8.05,clear sky
359,Laguna,US,38.421,-121.4238,56.05,89,100,5.75,overcast clouds
360,Bam,IR,29.106,58.357,68.4,29,100,15.41,overcast clouds
361,Ribeira Brava,PT,32.65,-17.0667,66.7,66,93,5.82,overcast clouds
362,Hualmay,PE,-11.0964,-77.6139,78.6,64,96,8.37,overcast clouds
363,Srivardhan,IN,18.0333,73.0167,78.69,45,5,6.08,clear sky
364,Maputo,MZ,-25.9653,32.5892,82.08,74,20,14.97,few clouds
365,Bathsheba,BB,13.2167,-59.5167,83.01,65,40,26.46,scattered clouds
366,Aswan,EG,24.0934,32.907,79.9,15,0,10.36,clear sky
367,Aklavik,CA,68.2191,-135.0107,13.03,95,33,3.6,scattered clouds
368,Edgewater,US,28.9889,-80.9023,83.25,41,0,5.75,clear sky
369,Iquique,CL,-20.2208,-70.1431,78.84,73,26,6.2,scattered clouds
370,Kieta,PG,-6.2167,155.6333,79.47,84,40,3.98,light rain
371,Wanlaweyn,SO,2.6185,44.8938,80.83,56,74,19.86,broken clouds
372,Surt,LY,31.2089,16.5887,61.92,63,0,18.19,clear sky
373,Port Townsend,US,48.117,-122.7605,45.0,85,40,10.36,scattered clouds
374,Saldanha,ZA,-33.0117,17.9442,73.45,83,78,25.99,broken clouds
375,Lake Havasu City,US,34.4839,-114.3224,63.32,36,0,16.11,clear sky
376,Magdalena,PH,14.1999,121.429,79.92,93,15,5.26,few clouds
377,Khorixas,NA,-20.3667,14.9667,80.17,22,0,18.63,clear sky
378,Santa Rosa,PH,14.3122,121.1114,80.58,78,16,8.37,few clouds
379,Onega,RU,63.9061,38.1404,15.82,94,96,8.48,overcast clouds
380,Nioro,GM,13.35,-15.75,99.07,11,20,8.28,few clouds
381,Qaqortoq,GL,60.7167,-46.0333,28.9,83,100,10.2,light snow
