City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Saldanha,ZA,2022-03-02 14:59:31,-33.0117,17.9442,78.85,78,15,12.48
294,Ahipara,NZ,2022-03-02 14:59:32,-35.1667,173.1667,66.24,65,69,14.18
295,Margate,GB,2022-03-02 14:59:32,51.3813,1.3862,48.31,73,100,4.0
296,Narsaq,GL,2022-03-02 14:59:32,60.9167,-46.05,23.76,90,100,6.49
297,Hofn,IS,2022-03-02 14:59:33,64.2539,-15.2082,41.02,87,100,20.71
298,Hit,IQ,2022-03-02 14:59:33,33.6416,42.8251,75.76,22,100,2.06
299,Hanzhong,CN,2022-03-02 14:59:33,33.0728,107.0303,51.37,51,68,0.94
300,Almeirim,BR,2022-03-02 14:59:34,-1.5233,-52.5817,84.72,66,76,4.5
301,Pokhara,NP,2022-03-02 14:59:34,28.2333,83.9833,60.24,68,96,4.56
302,Kutum,SD,2022-03-02 14:59:35,14.2,24.6667,91.11,9,3,4.47
303,Tecoanapa,MX,2022-03-02 14:59:35,16.5167,-98.75,80.76,59,57,2.1
304,Lagoa,PT,2022-03-02 14:59:35,39.05,-27.9833,58.33,58,99,19.57
305,Togur,RU,2022-03-02 14:59:36,58.3631,82.8265,10.27,88,78,11.61
306,Camacha,PT,2022-03-02 14:59:36,33.0833,-16.3333,66.52,72,40,12.66
307,Tazmalt,DZ,2022-03-02 14:59:36,36.3868,4.3989,60.85,36,2,7.09
308,Ekibastuz,KZ,2022-03-02 14:59:37,51.6667,75.3667,8.47,98,24,5.91
309,Gat,IL,2022-03-02 14:59:37,31.61,34.7642,74.39,9,100,5.17
310,Awassa,ET,2022-03-02 14:59:37,7.05,38.4667,79.77,27,64,11.34
311,Nerang,AU,2022-03-02 14:59:38,-27.9833,153.3333,76.66,92,52,1.21
312,Quzhou,CN,2022-03-02 14:59:38,28.9594,118.8686,52.27,91,0,3.62
313,San Carlos De Bariloche,AR,2022-03-02 14:59:39,-41.1456,-71.3082,64.15,55,20,19.57
314,Novosysoyevka,RU,2022-03-02 14:59:39,44.235,133.3642,26.22,97,100,3.8
315,Paka,MY,2022-03-02 14:59:39,4.6374,103.4368,80.53,89,13,4.61
316,Gorin,RU,2022-03-02 14:59:40,51.1983,136.6669,-1.52,99,100,1.88
317,Kizilskoye,RU,2022-03-02 14:59:40,52.7255,58.8937,10.31,97,14,4.54
318,Bengkulu,ID,2022-03-02 14:56:19,-3.8004,102.2655,78.26,84,99,4.68
319,Alofi,NU,2022-03-02 14:59:41,-19.0595,-169.9187,75.09,94,52,1.14
320,Soyo,AO,2022-03-02 15:00:43,-6.1349,12.3689,84.67,66,95,9.89
321,Okahandja,NA,2022-03-02 15:00:45,-21.9833,16.9167,75.83,30,100,5.03
322,Lavrentiya,RU,2022-03-02 15:00:45,65.5833,-171.0,12.27,96,99,4.54
323,Pevek,RU,2022-03-02 15:00:46,69.7008,170.3133,-16.47,100,99,1.77
324,Curup,ID,2022-03-02 15:00:47,-3.4667,102.5333,68.61,98,100,1.19
325,Geraldton,AU,2022-03-02 15:00:47,-28.7667,114.6,66.61,48,0,20.71
326,Kaoma,ZM,2022-03-02 15:00:48,-14.7833,24.8,78.4,68,100,1.99
327,Gidam,IN,2022-03-02 15:00:49,18.9833,81.4,74.98,25,49,0.96
328,Wasilla,US,2022-03-02 14:58:00,61.5814,-149.4394,25.93,68,78,7.0
329,Nadym,RU,2022-03-02 15:00:49,65.5333,72.5167,3.83,90,100,7.9
330,Cockburn Town,TC,2022-03-02 15:00:49,21.4612,-71.1419,77.95,72,0,8.21
331,Nelson,NZ,2022-03-02 15:00:50,-41.2833,173.2833,54.7,100,15,1.99
332,Kamennogorsk,RU,2022-03-02 15:00:50,60.9545,29.1339,33.3,94,98,6.29
333,Parainen,FI,2022-03-02 15:00:51,60.3067,22.301,37.49,89,8,8.12
334,Champasak,LA,2022-03-02 15:00:51,14.75,106.0,80.64,56,80,1.57
335,Nohar,IN,2022-03-02 15:00:52,29.1833,74.7667,74.68,25,100,7.49
336,Barra Patuca,HN,2022-03-02 15:00:53,15.8,-84.2833,78.03,74,42,7.43
337,Podporozhye,RU,2022-03-02 15:00:53,60.9112,34.1706,30.97,95,91,7.92
338,Katol,IN,2022-03-02 15:00:54,21.2667,78.5833,77.56,19,55,3.36
339,Salinopolis,BR,2022-03-02 15:00:55,-0.6136,-47.3561,84.69,68,71,11.16
340,Axim,GH,2022-03-02 15:00:55,4.8699,-2.2405,84.6,69,85,11.65
341,Mangaldai,IN,2022-03-02 15:00:56,26.4333,92.0333,71.51,37,0,1.43
342,Mount Gambier,AU,2022-03-02 15:00:56,-37.8333,140.7667,66.16,77,0,4.0
343,Namatanai,PG,2022-03-02 15:00:57,-3.6667,152.4333,76.77,90,100,5.28
344,Sorland,NO,2022-03-02 15:00:57,67.667,12.6934,37.47,69,100,23.13
345,Sisimiut,GL,2022-03-02 15:00:58,66.9395,-53.6735,22.26,68,97,8.25
346,Tevriz,RU,2022-03-02 15:00:58,57.509,72.4042,17.73,93,72,7.96
347,Lambarene,GA,2022-03-02 15:00:59,-0.7001,10.2406,89.42,53,59,3.11
348,Opuwo,NA,2022-03-02 15:00:59,-18.0607,13.84,84.56,32,33,12.26
349,Asau,RO,2022-03-02 15:01:00,46.4333,26.4,34.95,93,100,6.38
350,Capim Grosso,BR,2022-03-02 15:01:00,-11.3811,-40.0128,88.9,39,100,8.97
351,Sao Jose Da Coroa Grande,BR,2022-03-02 15:01:01,-8.8978,-35.1478,85.55,65,81,8.46
352,Yeppoon,AU,2022-03-02 15:01:02,-23.1333,150.7333,82.18,92,8,6.55
353,Marawi,PH,2022-03-02 15:01:02,7.9986,124.2928,68.65,96,38,0.72
354,Miramar,US,2022-03-02 14:56:38,25.9873,-80.2323,75.06,73,100,9.22
355,Victor Harbor,AU,2022-03-02 15:01:03,-35.5667,138.6167,74.71,92,0,3.96
356,Antalaha,MG,2022-03-02 15:01:04,-14.9003,50.2788,77.88,88,95,1.05
357,Atar,MR,2022-03-02 15:01:05,20.5169,-13.0499,90.93,12,0,17.69
358,Anadyr,RU,2022-03-02 15:01:05,64.75,177.4833,-2.97,100,90,5.97
359,Cidreira,BR,2022-03-02 15:01:06,-30.1811,-50.2056,77.23,80,99,9.75
360,Dzhebariki-Khaya,RU,2022-03-02 15:01:06,62.2167,135.8,-27.17,100,67,1.43
361,Alekseyevsk,RU,2022-03-02 15:01:07,57.8406,108.3492,21.99,91,100,7.4
362,Los Llanos De Aridane,ES,2022-03-02 15:01:07,28.6585,-17.9182,66.13,73,75,17.0
363,Caucaia,BR,2022-03-02 15:01:08,-3.7361,-38.6531,87.75,76,40,18.41
364,Smithers,CA,2022-03-02 15:01:08,54.7804,-127.1743,32.32,100,100,5.75
365,Turayf,SA,2022-03-02 15:01:09,31.6725,38.6637,72.09,18,100,13.82
366,Abay,KZ,2022-03-02 15:02:10,49.6311,72.8539,16.18,100,72,4.16
367,Port Lincoln,AU,2022-03-02 15:02:10,-34.7333,135.8667,66.76,87,13,10.07
368,Auki,SB,2022-03-02 15:02:11,-8.7676,160.7034,77.72,88,100,4.63
369,Novyy Svit,UA,2022-03-02 15:02:11,47.8059,38.0211,37.17,89,100,8.5
370,Breytovo,RU,2022-03-02 15:02:12,58.2993,37.8617,24.12,93,38,5.37
371,Mahonda,TZ,2022-03-02 15:02:12,-6.45,39.4667,82.67,73,31,12.62
372,Burnie,AU,2022-03-02 15:02:12,-41.0667,145.9167,66.92,95,67,15.73
373,Nikki,BJ,2022-03-02 15:02:13,9.9401,3.2108,102.33,8,43,3.85
374,Ngunguru,NZ,2022-03-02 15:02:13,-35.6167,174.5,68.16,70,66,23.13
375,Bay Roberts,CA,2022-03-02 15:02:14,47.5999,-53.2648,31.66,60,98,5.99
376,Ucluelet,CA,2022-03-02 14:59:45,48.9329,-125.5528,47.08,94,100,1.99
377,Izhma,RU,2022-03-02 15:02:14,65.0083,53.9113,30.69,87,100,12.06
378,Vaitape,PF,2022-03-02 15:02:15,-16.5167,-151.75,81.88,67,100,20.15
379,Saint-Pierre,RE,2022-03-02 15:02:15,-21.3393,55.4781,82.08,78,100,8.05
380,Matay,EG,2022-03-02 15:02:16,28.419,30.7792,83.53,15,100,8.7
381,Cabedelo,BR,2022-03-02 15:02:16,-6.9811,-34.8339,85.39,64,67,10.07
382,Gazojak,TM,2022-03-02 15:02:17,41.1875,61.4036,54.63,48,100,8.75
383,Bilibino,RU,2022-03-02 15:02:17,68.0546,166.4372,-13.58,99,28,4.27
384,Yar-Sale,RU,2022-03-02 15:02:17,66.8333,70.8333,2.77,93,100,6.89
385,Raudeberg,NO,2022-03-02 15:02:18,61.9875,5.1352,44.2,87,15,5.82
386,Port Moresby,PG,2022-03-02 15:02:19,-9.4431,147.1797,76.59,77,100,4.14
387,Honningsvag,NO,2022-03-02 15:02:19,70.9821,25.9704,37.22,92,86,28.03
388,Byron Bay,AU,2022-03-02 15:00:24,-28.65,153.6167,71.87,91,25,8.3
389,Aden,YE,2022-03-02 15:00:05,12.7794,45.0367,78.84,70,5,14.97
390,Banki,IN,2022-03-02 15:02:20,20.3833,85.5333,82.51,69,0,6.91
391,Winnemucca,US,2022-03-02 15:02:20,40.973,-117.7357,46.71,37,73,5.57
392,Whitehorse,CA,2022-03-02 15:02:21,60.7161,-135.0538,18.1,97,92,4.38
393,Palmer,US,2022-03-02 14:59:38,42.1584,-72.3287,41.02,54,10,8.99
394,Westport,US,2022-03-02 14:59:36,41.1415,-73.3579,45.28,67,15,4.0
395,Dudinka,RU,2022-03-02 15:02:21,69.4058,86.1778,-16.49,98,100,6.6
396,Trincomalee,LK,2022-03-02 15:02:22,8.5711,81.2335,80.85,73,100,14.36
397,Kuznechnoye,RU,2022-03-02 15:02:22,61.12,29.8686,33.46,92,99,7.96
398,Tanggu,CN,2022-03-02 15:02:23,39.0211,117.6469,37.36,36,0,10.16
399,Hovd,MN,2022-03-02 15:02:23,48.0056,91.6419,13.42,65,100,8.99
400,Novomikhaylovskiy,RU,2022-03-02 15:02:24,44.2581,38.8578,48.85,76,100,10.31
401,Porto Novo,BJ,2022-03-02 15:02:24,6.4965,2.6036,89.49,53,100,11.92
402,Taltal,CL,2022-03-02 15:00:54,-25.4,-70.4833,69.48,70,42,3.89
403,Porto Santo,PT,2022-03-02 15:02:25,33.072,-16.3415,69.3,72,40,12.66
404,Harper,LR,2022-03-02 15:02:25,4.375,-7.7169,86.25,64,56,11.07
405,Menongue,AO,2022-03-02 15:02:25,-14.6585,17.691,74.23,76,92,4.9
406,Lakes Entrance,AU,2022-03-02 15:02:26,-37.8811,147.981,63.16,90,57,12.15
407,Kropotkin,RU,2022-03-02 15:02:26,45.4375,40.5756,44.85,74,100,8.81
408,Cuamba,MZ,2022-03-02 15:02:27,-14.8031,36.5372,78.66,78,96,3.31
409,Canning,IN,2022-03-02 15:02:27,22.3189,88.6714,81.1,40,0,3.38
410,Rescaldina,IT,2022-03-02 15:02:28,45.6165,8.9538,54.7,32,0,4.61
411,Ust-Barguzin,RU,2022-03-02 15:02:28,53.45,108.9833,12.36,92,100,1.81
412,Villaviciosa,ES,2022-03-02 15:02:28,43.4813,-5.4357,58.6,90,81,3.58
413,Asind,IN,2022-03-02 15:02:29,25.7333,74.3333,67.82,37,37,3.13
414,Turkistan,KZ,2022-03-02 15:03:29,43.0,68.0,51.55,52,45,5.93
415,Macamic,CA,2022-03-02 15:03:30,48.7502,-78.9996,8.89,91,100,3.22
416,Havelock,US,2022-03-02 15:03:30,34.8791,-76.9013,66.94,57,0,7.0
417,Reconquista,AR,2022-03-02 15:03:30,-29.15,-59.65,86.13,42,0,1.7
418,Tintigny,BE,2022-03-02 15:03:31,49.6833,5.5135,48.69,56,95,5.55
419,San Pedro De Macoris,DO,2022-03-02 15:01:40,18.4616,-69.2972,82.38,67,69,3.04
420,Tyulyachi,RU,2022-03-02 15:03:31,55.8913,50.2399,25.0,99,23,5.14
421,Broken Hill,AU,2022-03-02 15:03:32,-31.95,141.4333,75.72,52,3,9.26
422,Muros,ES,2022-03-02 15:03:32,42.7762,-9.0603,55.24,88,100,14.38
423,Horki,BY,2022-03-02 15:03:32,54.2861,30.9842,29.59,95,82,1.19
424,Kangaatsiaq,GL,2022-03-02 15:03:33,68.3065,-53.4641,20.61,69,100,17.27
425,Rocha,UY,2022-03-02 15:01:08,-34.4833,-54.3333,84.81,27,0,15.12
426,Olafsvik,IS,2022-03-02 15:03:33,64.8945,-23.7142,36.57,94,100,14.74
427,Esso,RU,2022-03-02 15:00:37,55.9333,158.7,6.93,95,100,6.49
428,Wajima,JP,2022-03-02 15:03:34,37.4,136.9,44.01,67,8,14.14
429,Kurilsk,RU,2022-03-02 15:03:34,45.2333,147.8833,24.31,63,98,18.77
430,Rawson,AR,2022-03-02 15:03:35,-43.3002,-65.1023,65.08,39,0,5.21
431,Plettenberg Bay,ZA,2022-03-02 15:03:35,-34.0527,23.3716,70.43,74,27,2.48
432,Puerto Narino,CO,2022-03-02 15:03:36,-3.7703,-70.3831,86.16,62,100,3.31
433,Potosi,BO,2022-03-02 15:03:36,-19.5836,-65.7531,55.56,50,96,5.23
434,Rusape,ZW,2022-03-02 15:03:36,-18.5278,32.1284,72.63,62,86,5.61
435,Lompoc,US,2022-03-02 14:59:19,34.6391,-120.4579,56.43,50,64,3.96
436,Road Town,VG,2022-03-02 15:03:37,18.4167,-64.6167,80.01,78,1,15.23
437,Ajdabiya,LY,2022-03-02 15:03:37,30.7554,20.2263,57.69,48,5,25.68
438,Bardiyah,LY,2022-03-02 15:03:38,31.7561,25.0865,58.39,53,9,29.86
439,Yulara,AU,2022-03-02 15:03:38,-25.2406,130.9889,86.76,34,77,5.7
440,Vallenar,CL,2022-03-02 15:03:38,-28.5708,-70.7581,79.86,36,0,7.29
441,Mao,ES,2022-03-02 15:03:39,39.8885,4.2658,57.76,67,20,12.66
442,Pimentel,PE,2022-03-02 15:03:39,-6.8367,-79.9342,72.93,72,97,4.63
443,Inhambane,MZ,2022-03-02 15:03:40,-23.865,35.3833,79.48,56,3,13.22
444,Navirai,BR,2022-03-02 15:03:40,-23.065,-54.1906,76.57,79,99,4.99
445,Buy,RU,2022-03-02 15:03:40,58.4786,41.53,24.89,98,73,3.58
446,Lubben,DE,2022-03-02 15:03:41,51.95,13.9,48.7,43,96,3.65
447,Vila,PT,2022-03-02 15:03:41,42.0304,-8.1588,48.74,90,100,5.95
448,Dingle,PH,2022-03-02 15:03:42,10.9995,122.6711,76.5,89,91,8.01
449,Nelson Bay,AU,2022-03-02 15:03:42,-32.7167,152.15,70.11,96,99,1.01
450,Varnavino,RU,2022-03-02 15:03:42,57.4035,45.0916,23.7,99,27,3.94
451,Seoul,KR,2022-03-02 15:01:55,37.5683,126.9778,39.61,74,0,8.19
452,Mount Isa,AU,2022-03-02 15:01:10,-20.7333,139.5,71.37,37,7,2.3
453,Santa Cruz,BO,2022-03-02 15:02:49,-17.8,-63.1667,86.56,57,99,7.2
454,Samarai,PG,2022-03-02 15:03:43,-10.6167,150.6667,81.0,79,97,2.95
455,Prado,BR,2022-03-02 15:03:44,-17.3411,-39.2208,83.88,63,100,9.66
456,Kidal,ML,2022-03-02 15:03:44,18.4411,1.4078,95.76,8,60,5.28
457,Nirmal,IN,2022-03-02 15:03:44,19.1,78.35,82.04,24,57,5.28
458,San Julian,MX,2022-03-02 15:03:45,21.0167,-102.1667,60.1,42,0,3.78
459,Tiznit,MA,2022-03-02 15:03:45,29.5833,-9.5,69.15,41,0,13.94
460,Gayeri,BF,2022-03-02 15:04:46,12.6497,0.4931,103.1,7,64,3.09
461,Port Keats,AU,2022-03-02 15:04:46,-14.25,129.55,80.8,81,39,6.96
462,Raquira,CO,2022-03-02 15:04:46,5.5379,-73.632,67.44,66,82,1.5
463,Tessalit,ML,2022-03-02 15:04:47,20.1986,1.0114,93.27,13,3,11.05
464,Zaraza,VE,2022-03-02 15:04:47,9.3503,-65.3245,89.4,49,70,6.71
465,Novyy Urgal,RU,2022-03-02 15:04:48,51.0736,132.5642,-9.92,99,79,2.57
466,Sawtell,AU,2022-03-02 15:04:48,-30.3833,153.1,69.82,83,87,5.75
467,Lac-Megantic,CA,2022-03-02 15:04:48,45.5834,-70.8823,17.62,82,100,10.74
468,Bubaque,GW,2022-03-02 15:04:49,11.2833,-15.8333,78.55,56,31,13.96
469,Port-Gentil,GA,2022-03-02 15:04:49,-0.7193,8.7815,83.01,75,77,8.7
470,Pueblo Rico,CO,2022-03-02 15:04:50,5.2383,-76.0364,65.68,89,94,0.51
471,Derzhavinsk,KZ,2022-03-02 15:04:50,51.1,66.3167,8.33,100,36,3.98
472,Kijang,KR,2022-03-02 15:04:50,35.2442,129.2139,44.64,37,0,5.91
473,Atasu,KZ,2022-03-02 15:04:51,48.6814,71.6433,6.87,98,15,6.11
474,Ambon,ID,2022-03-02 15:04:51,-3.6954,128.1814,77.14,94,40,4.61
475,Saint Anthony,US,2022-03-02 15:04:52,45.0205,-93.218,32.09,85,100,9.22
476,Concordia,AR,2022-03-02 15:02:37,-31.393,-58.0209,80.78,66,0,7.0
477,Iluppur,IN,2022-03-02 15:04:52,10.5135,78.6236,81.75,59,100,10.94
478,Prieska,ZA,2022-03-02 15:04:53,-29.6641,22.7474,88.23,17,0,17.16
479,Mogadishu,SO,2022-03-02 15:01:43,2.0371,45.3438,80.82,78,48,22.66
480,Coihaique,CL,2022-03-02 15:02:10,-45.5752,-72.0662,51.57,94,100,5.7
481,Chumikan,RU,2022-03-02 15:04:53,54.7183,135.315,1.81,93,100,8.23
482,Girona,ES,2022-03-02 15:04:54,41.9831,2.8249,62.83,77,75,17.27
483,Petropavlovsk-Kamchatskiy,RU,2022-03-02 15:03:26,53.0452,158.6483,10.42,82,100,14.09
484,Paamiut,GL,2022-03-02 15:03:10,61.994,-49.6678,15.6,88,100,16.42
485,Lasa,IT,2022-03-02 15:04:54,46.6166,10.7002,50.02,55,61,3.49
486,San Patricio,US,2022-03-02 15:04:55,28.017,-97.5169,62.46,75,76,7.76
487,Morondava,MG,2022-03-02 15:04:55,-20.2833,44.2833,81.59,83,19,8.32
488,Solnechnyy,RU,2022-03-02 15:04:56,50.7214,136.6319,4.26,98,100,2.28
489,Mikhaylovka,RU,2022-03-02 15:04:56,50.06,43.2379,33.78,96,100,7.05
490,Shihezi,CN,2022-03-02 15:04:56,44.3,86.0333,27.61,91,99,5.21
491,Fare,PF,2022-03-02 15:04:57,-16.7,-151.0167,81.41,73,100,19.35
492,Ketchikan,US,2022-03-02 15:04:57,55.3422,-131.6461,39.67,100,100,0.0
493,Takab,IR,2022-03-02 15:04:57,36.4009,47.1133,38.5,84,79,2.66
494,Bowen,AU,2022-03-02 15:04:58,-20.0167,148.2333,82.96,91,57,15.01
495,Gigmoto,PH,2022-03-02 15:04:58,13.7796,124.39,78.71,88,43,13.04
496,Nagornyy,RU,2022-03-02 15:04:58,52.7959,83.5498,16.95,93,26,9.91
497,Fayaoue,NC,2022-03-02 15:04:59,-20.65,166.5333,82.27,83,99,16.75
498,Islamkot,PK,2022-03-02 15:04:59,24.6997,70.177,81.5,27,47,12.44
499,Scarborough,GB,2022-03-02 15:04:02,54.2797,-0.4044,44.08,86,100,11.01
500,Araouane,ML,2022-03-02 15:05:00,18.9048,-3.5265,91.02,9,9,10.45
501,Gamba,GA,2022-03-02 15:05:00,-2.65,10.0,85.23,67,73,9.31
502,Independence,US,2022-03-02 15:04:34,39.0911,-94.4155,62.01,35,0,9.22
503,Shubarkuduk,KZ,2022-03-02 15:05:01,49.1447,56.4872,16.39,89,11,6.02
504,Xacmaz,AZ,2022-03-02 15:05:01,41.4635,48.806,45.93,86,70,3.89
505,Wajir,KE,2022-03-02 15:02:18,1.7471,40.0573,97.45,16,57,14.54
506,Olinda,BR,2022-03-02 15:00:35,-8.0089,-34.8553,85.73,66,40,6.91
507,Sola,VU,2022-03-02 15:01:17,-13.8833,167.55,80.78,79,99,7.54
508,Nantucket,US,2022-03-02 15:06:02,41.2835,-70.0995,44.74,69,6,17.45
509,Sobolevo,RU,2022-03-02 15:06:03,54.4299,31.8996,26.24,95,24,0.22
510,Kalat,PK,2022-03-02 15:06:03,29.0225,66.5916,48.49,56,9,11.43
511,Zile,TR,2022-03-02 15:06:04,40.3031,35.8864,36.72,100,100,2.1
512,Richards Bay,ZA,2022-03-02 15:06:04,-28.783,32.0377,81.48,64,4,14.32
513,Puerto Del Rosario,ES,2022-03-02 15:06:05,28.5004,-13.8627,69.55,60,20,17.27
514,Murwara,IN,2022-03-02 15:06:05,23.85,80.4,73.15,19,0,6.82
515,Victoria Point,AU,2022-03-02 15:06:06,-27.5833,153.3,76.95,90,37,1.99
516,Sicuani,PE,2022-03-02 15:06:06,-14.2694,-71.2261,55.9,51,15,4.65
517,Ardakan,IR,2022-03-02 15:06:07,32.31,54.0175,70.18,15,70,4.92
518,Kapit,MY,2022-03-02 15:06:07,2.0167,112.9333,73.56,98,99,0.92
519,Moron,AR,2022-03-02 15:02:37,-34.6534,-58.6198,79.92,54,0,12.24
520,Bantry,IE,2022-03-02 15:06:08,51.6833,-9.45,51.75,92,100,8.61
521,Wum,CM,2022-03-02 15:06:08,6.3833,10.0667,91.85,15,82,8.28
522,Bereda,ES,2022-03-02 15:06:08,43.2686,-7.5406,51.15,95,100,6.13
523,Arlit,NE,2022-03-02 15:06:09,18.7369,7.3853,97.14,5,7,2.66
524,Jaltenango,MX,2022-03-02 15:06:09,15.8719,-92.7247,71.2,66,55,3.38
525,Bambanglipuro,ID,2022-03-02 15:06:10,-7.95,110.2833,76.73,89,84,7.16
526,Ende,ID,2022-03-02 15:06:10,-8.8432,121.6623,78.48,89,68,5.21
527,Saint-Francois,FR,2022-03-02 15:06:11,46.4154,3.9054,56.68,53,0,3.44
528,Tenkodogo,BF,2022-03-02 15:06:11,11.78,-0.3697,101.01,10,43,4.88
529,Esperance,AU,2022-03-02 15:06:12,-33.8667,121.9,63.12,64,89,17.98
530,Sfantu Gheorghe,RO,2022-03-02 15:04:52,45.8667,25.7833,34.93,73,100,7.56
531,Xinxiang,CN,2022-03-02 15:06:12,35.3089,113.8672,49.39,21,0,5.99
532,Talara,PE,2022-03-02 15:06:13,-4.5772,-81.2719,81.36,69,0,10.36
533,Cusuna,HN,2022-03-02 15:06:13,15.85,-85.2333,75.15,81,73,3.62
534,Cururupu,BR,2022-03-02 15:06:14,-1.8283,-44.8683,88.27,54,100,7.52
535,Chernyshevskiy,RU,2022-03-02 15:06:14,63.0128,112.4714,7.45,95,100,8.77
536,Khorramshahr,IR,2022-03-02 15:06:15,30.4397,48.1664,78.75,27,0,4.61
537,Vysokogornyy,RU,2022-03-02 15:06:15,50.1167,139.15,-4.74,100,100,1.3
538,Staroye Drozhzhanoye,RU,2022-03-02 15:06:15,54.7266,47.5677,16.57,97,67,4.12
539,Buchanan,LR,2022-03-02 15:05:54,5.8808,-10.0467,89.56,64,54,10.38
540,Deer Lake,CA,2022-03-02 15:06:16,49.1667,-57.4316,25.27,78,100,10.16
541,Capao Da Canoa,BR,2022-03-02 15:06:17,-29.7456,-50.0097,73.4,92,99,4.59
542,Manggar,ID,2022-03-02 15:06:17,-2.8833,108.2667,80.67,81,92,8.21
543,Ordzhonikidze,KZ,2022-03-02 15:06:10,52.4411,61.7408,8.98,98,31,5.5
544,Laguna,US,2022-03-02 15:06:18,38.421,-121.4238,59.09,87,0,0.0
545,Baykit,RU,2022-03-02 15:06:18,61.67,96.37,15.76,89,100,9.33
546,Akcaabat,TR,2022-03-02 15:06:19,41.0212,39.5715,48.07,87,75,2.3
547,Bilecik,TR,2022-03-02 15:01:59,40.0,30.1667,31.62,87,100,7.85
548,Moose Factory,CA,2022-03-02 15:06:21,51.2585,-80.6094,-0.42,71,100,6.91
549,Ginir,ET,2022-03-02 15:06:21,7.1333,40.7,75.11,19,17,13.2
550,Dargaville,NZ,2022-03-02 15:06:21,-35.9333,173.8833,63.59,77,20,9.55
551,Linguere,SN,2022-03-02 15:06:22,15.3953,-15.1193,95.34,9,80,8.48
552,Benguela,AO,2022-03-02 15:06:22,-12.5763,13.4055,84.94,64,99,8.72
553,Albanel,CA,2022-03-02 15:06:23,48.8832,-72.4487,13.59,75,60,11.23
554,Mamaku,NZ,2022-03-02 15:06:23,-38.1,176.0833,50.41,78,0,5.55
555,Pacifica,US,2022-03-02 15:05:15,37.6138,-122.4869,54.09,93,75,3.44
556,Kurmanayevka,RU,2022-03-02 15:06:24,52.5093,52.0675,20.32,95,80,3.96
557,Kitakata,JP,2022-03-02 15:07:24,37.65,139.8667,32.56,94,22,0.36
558,Sept-Iles,CA,2022-03-02 15:06:36,50.2001,-66.3821,19.06,77,100,1.99
559,Bayan,CN,2022-03-02 15:05:19,46.0833,127.4,4.86,95,58,6.71
560,Udachnyy,RU,2022-03-02 15:04:42,66.4167,112.4,-7.96,100,100,4.88
561,Haines Junction,CA,2022-03-02 15:07:25,60.7522,-137.5108,10.47,98,100,1.9
562,Bani,DO,2022-03-02 15:07:25,18.2833,-70.3333,82.85,62,64,6.67
563,Zaranj,AF,2022-03-02 15:07:26,30.9667,61.8833,64.36,30,0,3.09
564,Bairiki,KI,2022-03-02 15:07:26,1.3292,172.9752,80.6,94,75,6.91
565,Mutsu,JP,2022-03-02 15:07:27,41.2894,141.2169,33.01,69,78,10.74
566,Kununurra,AU,2022-03-02 15:07:27,-15.7667,128.7333,80.58,89,72,5.75
567,Bathsheba,BB,2022-03-02 15:07:27,13.2167,-59.5167,81.05,73,33,16.87
568,Shellbrook,CA,2022-03-02 15:07:28,53.2168,-106.4011,-17.5,100,91,3.2
569,Bogorodskoye,RU,2022-03-02 15:07:28,56.55,37.8833,27.1,96,100,2.98
570,Zhangye,CN,2022-03-02 15:07:28,38.9342,100.4517,36.23,29,100,1.92
571,Msanga,TZ,2022-03-02 15:07:29,-6.05,36.0333,78.51,65,60,3.53
572,Trairi,BR,2022-03-02 15:07:29,-3.2778,-39.2689,81.99,80,100,10.02
573,Arroio Grande,BR,2022-03-02 15:07:29,-32.2375,-53.0869,85.98,40,0,7.83
574,San Pedro,PH,2022-03-02 15:07:30,14.35,121.0167,80.31,77,25,10.92
575,Macia,MZ,2022-03-02 15:07:30,-25.0269,33.0989,82.24,48,43,12.35
576,Kieta,PG,2022-03-02 15:07:31,-6.2167,155.6333,78.69,83,100,4.12
577,Beringovskiy,RU,2022-03-02 15:07:31,63.05,179.3167,18.77,96,100,10.6
578,Puerto Ayacucho,VE,2022-03-02 15:07:31,5.6639,-67.6236,85.68,62,91,1.86
579,Shache,CN,2022-03-02 15:07:32,38.4167,77.2406,49.71,25,1,8.1
